4	JoeSchueller	Booz Allen Hamilton has a bad ass homegrown social collaboration platform. Way cool!  #ttiv	8
4	scottabel	[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP	7
4	JustMe_D	@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.	11
2	hiteshbagai	need suggestions for a good IR filter for my canon 40D ... got some? pls DM	12
2	Annimallover	@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv	14
4	J_Holl	@phyreman9 Google is always a good place to look. Should've mentioned I worked on the Mustang w/ my Dad, @KimbleT.	14
0	vamsmack	Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.	12
0	schroncd	US planning to resume the military tribunals at Guantanamo Bay... only this time those on trial will be AIG execs and Chrysler debt holders	12
0	MarissaLeeD	omg so bored &amp; my tattoooos are so itchy!!  help! aha =)	7
0	robloposky	I'm itchy and miserable!	6
0	EdwinLValencia	@sekseemess no. I'm not itchy for now. Maybe later, lol.	7
4	imusicmash	RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR	9
4	drewloewe	@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.	9
4	VickyTigger	I'm listening to ""P.Y.T"" by Danny Gokey &lt;3 &lt;3 &lt;3 Aww, he's so amazing. I &lt;3 him so much :)	16
4	babblyabbie	is going to sleep then on a bike ride:]	7
0	kisjoaquin	cant sleep... my tooth is aching.	12
0	Whacktackular	Blah, blah, blah same old same old. No plans today, going back to sleep I guess.	11
0	Adrigonzo	glad i didnt do Bay to Breakers today, it's 1000 freaking degrees in San Francisco wtf	8
2	sulu34	is in San Francisco at Bay to Breakers.	9
2	schuyler	just landed at San Francisco	8
2	MattBragoni	San Francisco today.  Any suggestions?	6
0	KennyTRoland	?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg	10
0	aMild	started to think that Citi is in really deep s&amp;^t. Are they gonna survive the turmoil or are they gonna be the next AIG?	14
0	Trazor1	ShaunWoo hate'n on AiG	18
4	mimknits	@YarnThing you will not regret going to see Star Trek. It was AWESOME!	15
2	GeeRen	On my way to see Star Trek @ The Esquire.	8
2	checkyesjess	Going to see star trek soon with my dad.	10
0	renano	annoying new trend on the internets:  people picking apart michael lewis and malcolm gladwell.  nobody wants to read that.	9
2	kottkedotorg	Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50	12
4	davidm89	Highly recommend: http://tinyurl.com/HowDavidBeatsGoliath by Malcolm Gladwell	11
4	livreal	Blink by malcolm gladwell amazing book and The tipping point!	15
4	mikearosso	Malcolm Gladwell might be my new man crush	14
0	wendy93639	omg. The commercials alone on ESPN are going to drive me nuts.	13
4	ClayFranklin	@robmalon Playing with Twitter API sounds fun.  May need to take a class or find a new friend who like to generate results with API code.	14
2	cURLTesting	playing with cURL and the Twitter API	10
4	ringerdrop	Hello Twitter API ;)	6
2	danserfaty	playing with Java and the Twitter API	10
0	raykolbe	@morind45 Because the twitter api is slow and most client's aren't good.	9
0	CarolineVilas	yahoo answers can be a butt sometimes	9
4	rachelbegins	is scrapbooking with Nic =D	15
4	leedscentlib	RT @mashable: Five Things Wolfram Alpha Does Better (And Vastly Different) Than Google - http://bit.ly/6nSnR	11
4	sportsgirl505	just changed my default pic to a Nike basketball cause bball is awesome!!!!!	13
2	MatrixSystems	Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding	11
2	cadburysgirl	'Next time, I'll call myself Nike'	13
2	AddictedToFresh	New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT	12
0	coreysmbpro	RT @SmartChickPDX: Was just told that Nike layoffs started today :-(	10
4	PRolivia	Back when I worked for Nike we had one fav word : JUST DO IT! :)	16
4	ErrantDreams	By the way, I'm totally inspired by this freaky Nike commercial: http://snurl.com/icgj9	9
2	nikete	giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.	9
2	bigdigit	Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t	12
4	justinbettman	Class... The 50d is supposed to come today :)	6
0	read0	needs someone to explain lambda calculus to him! :(	3
0	BAK3R	Took the Graduate Field Exam for Computer Science today.  Nothing makes you feel like more of an idiot than lambda calculus.	6
4	SLICKSPIT	SHOUT OUTS TO ALL EAST PALO ALTO FOR BEING IN THE BUILDIN KARIZMAKAZE 50CAL GTA! ALSO THANKS TO PROFITS OF DOOM UNIVERSAL HEMPZ CRACKA......	11
0	ckwright	@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.	11
4	souleaterjh	@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!	12
2	susangao	NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9	11
2	jimmy_chan2009	New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo	11
4	a_fio	@ work til 6pm... lets go lakers!!!	9
0	luvslikepi	Damn you North Korea. http://bit.ly/KtMeQ	9
0	utsagrad123	Can we just go ahead and blow North Korea off the map already?	12
0	stabotage	North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl	9
0	zed01	Why the hell is Pelosi in freakin China? and on whose dime?	11
0	funky_old_man	Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!	14
0	malcozer	insects have infected my spinach plant :(	7
0	AntoineTheReaL	wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects	11
0	jonwolpert	just got back from church, and I totally hate insects.	7
0	jachshore	Just got mcdonalds goddam those eggs make me sick. O yeah Laker up date go lakers. Not much of an update? Well it's true so suck it	10
4	MamiYessi	omgg i ohhdee want mcdonalds damn i wonder if its open lol =]	9
0	jvici0us	History exam studying ugh	15
0	enriquenieto	I hate revision, it's so boring! I am totally unprepared for my exam tomorrow :( Things are not looking good...	12
0	Drummermatt_182	Higher physics exam tommorow, not lookin forward to it much :(	14
0	filmcriticbeta	It's a bank holiday, yet I'm only out of work now. Exam season sucks:(	9
0	lvlocal	Cheney and Bush are the real culprits - http://fwix.com/article/939496	14
0	QCWofNC	Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ	16
0	jepaco	Dick Cheney's dishonest speech about torture, terror, and Obama. -Fred Kaplan Slate. http://is.gd/DiHg	4
0	ImportantQuotes	""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)	4
0	fwhamm	is Twitter's connections API broken? Some tweets didn't make it to Twitter...	13
0	jos897	i srsly hate the stupid twitter API timeout thing, soooo annoying!!!!! :(	12
4	jystewart	@psychemedia I really liked @kswedberg's ""Learning jQuery"" book. http://bit.ly/pg0lT is worth a look too	7
2	cfbloggers	jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631	12
4	CaerusMe	Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT	8
4	HallandPartners	Goodby Silverstein agency new site! http://www.goodbysilverstein.com/ Great!	5
4	suedecrush	RT @designplay Goodby, Silverstein's new site: http://www.goodbysilverstein.com/ I enjoy it. *nice find!*	7
4	_imageworks	The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!	12
4	dustinrowley	top ten most watched on Viral-Video Chart.  Love the nike #mostvaluablepuppets campaign from Wieden &amp; Kennedy http://bit.ly/nR1n9	9
4	xzela	zomg!!! I have a G2!!!!!!!	9
4	mobiledreams	Ok so lots of buzz from IO2009 but how lucky are they - a Free G2!! http://is.gd/Hyzl	10
4	crashfaster	just got a free G2 android at google i/o!!!	10
4	dragonal	Guess I'll be retiring my G1 and start using my developer G2 woot #googleio	20
2	mastooo	At GWT fireside chat @googleio	8
4	maex242	I am happy for Philip being at GoogleIO today	14
4	specs20	Lakers played great!  Cannot wait for Thursday night Lakers vs. ???	12
2	BrandKarma	Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8	5
4	mattcad	Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK	12
2	grahamgrimshaw	Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz	6
0	nicoleisms	VIRAL MARKETING FAIL. This Acia Pills brand oughta get shut down for hacking into people's messenger's.  i get 5-6 msgs in a day! Arrrgh!	12
4	Cristinellaa	watching Night at The Museum . Lmao	19
4	MzJill	i loved night at the museum!!!	8
2	Lynn_Sky	going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin	13
4	bobster56	just got back from the movies.  went to see the new night at the museum with rachel.  it was good	5
2	jordanforeman	Just saw the new Night at the Museum movie...it was...okay...lol 7\10	15
2	britree	Going to see night at the museum 2 with tall boy	8
4	jellz	@shannyoday I will take you on a date to see night at the museum 2 whenever you want...it looks soooooo good	10
4	droherty	no watching The Night At The Museum. Getting Really Good	12
4	sarahbrooke	Night at the Museum, Wolverine and junk food - perfect monday!	8
4	jeremyempire	saw night at the museum 2 last night.. pretty crazy movie.. but the cast was awesome so it was well worth it. Robin Williams forever!	11
2	MirandaClues	I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie.	12
2	RGuad08	Taking Katie to see Night at the Museum.  (she picked it)	6
0	xshallsx	Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL	13
2	EconomyUpdates	GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv	8
0	mshbrown	It's unfortunate that after the Stimulus plan was put in place twice to help GM on the back of the American people has led to the inevitable	10
0	misschris62	Tell me again why we are giving more $$ to GM?? We should use that $ for all the programs that support the unemployed.	15
0	artbynemo	@jdreiss oh yes but if GM dies it will only be worth more boo hahaha	5
0	windhamgirl	Time Warner cable is down again 3rd time since Memorial Day bummer!	5
0	mmmPi	I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.	7
0	NDEddieMac	NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner	5
0	yourboysdot	F*ck Time Warner Cable!!! You f*cking suck balls!!! I have a $700 HD tv &amp; my damn HD channels hardly ever come in. Bullshit!!	7
0	Shazzainla	time warner has the worse customer service ever. I will never use them again	7
0	dstalk	Time warner is the devil. Worst possible time for the Internet to go out.	5
0	ernestalfonso	Fuck no internet damn time warner!	3
0	kaaatiee	time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.	10
0	JasonNegron	I hate Time Warner! Soooo wish I had Vios. Cant watch the fricken Mets game w/o buffering. I feel like im watching free internet porn.	8
0	elphabablue	Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :)	9
0	gabe_rp	Time Warner's HD line up is crap.	7
0	JoeyCircles	is being fucked by time warner cable. didnt know modems could explode. and Susan Boyle sucks too!	8
2	ScooPost	Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)	6
0	adamjleach	Time Warner Cable slogan: Where calling it a day at 2pm Happens.	10
2	HYPHYROCKSTAR	Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3	10
2	BreakingBizNews	Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n	9
2	myfoxdc	myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba	11
2	drlombardo	Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv	14
2	sinostream	http://xi.gs/04FO GM CEO: China will continue to be key partner	2
2	hammerauto	RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu	9
0	scoralli	Recovering from surgery..wishing @julesrenner was here :(	7
4	sardonnica	My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!	8
2	BChasnov	Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?	13
0	LILJIZZEL	THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!	11
0	giz2000	@kirstiealley my dentist is great but she's expensive...=(	12
2	cmonaussiecmon	@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml	10
4	sorayabouby	is studing math ;) tomorrow exam and dentist :)	7
0	jeffreymodest	my dentist was wrong... WRONG	22
0	yowneh	Going to the dentist later.:|	8
0	CWilliams_Rltr	Son has me looking at cars online.  I hate car shopping.  Would rather go to the dentist!  Anyone with a good car at a good price to sell?	9
2	SimpleManJess	NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx	10
2	H3LLGWAR	just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR	10
2	LouisvilleGrads	Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday.	6
2	SwainFamily	Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796	7
2	neeeelia	waiting in line at safeway.	12
0	ryanlipert	luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?	16
2	evan	Did not realize there is a gym above Safeway!	10
2	ronjon	@XPhile1908 I have three words for you: ""Safeway dot com""	9
4	missleigh	Safeway is very rock n roll tonight	12
2	SharkKMV	Bout to hit safeway I gotta eat	9
2	bosZmom	Jake's going to safeway!	15
2	penlynwilson	Found a safeway. Picking up a few staples.	8
2	mobileadgirl	Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w	14
0	phantomzangel	The safeway bathroom still smells like ass!	7
0	BreezB	At safeway on elkhorn, they move like they're dead!	7
2	nonstopdiets	Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O	11
2	janelleshanks	Is Eating and Watching Movies....	9
2	hanaho	eating sashimi	9
2	Fiel	is eating  home made yema	6
2	aaindefenzo	eating cake	13
4	CrownRoyal8	i love Dwight Howard's vitamin water commercial... now i wish he was with NIKE and not adidas. lol.	13
0	MrGQ	Found NOTHING at Nike Factory :/ Off to Banana Republic Outlet! http://myloc.me/2zic	9
2	ngngfrancis	iPhone May Get Radio Tagging and Nike  : Recently-released iTunes version 8.2 suggests that VoiceOver functional.. http://tinyurl.com/oq5ctc	9
4	mikelongden	is lovin his Nike  already and that's only from running on the spot in his bedroom	14
2	imgsearch	Launched! http://imgsearch.net  #imgsearch #ajax #jquery #webapp	12
4	teagone	@matthewcyan I finally got around to using jquery to make my bio collapse. Yay for slide animations.	11
2	marcroberts	RT @jquery: The Ultimate jQuery List - http://jquerylist.com/	2
2	jacobrothstein	I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb	13
2	bedroomation	@anna_debenham what was the php jquery hack?	8
2	vmkobs	jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/	7
2	NewTechBooks	Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5	9
4	adthomas3	@PDubyaD right!!! LOL we'll get there!! I have high expectations, Warren Buffet style.	10
4	Alfred04654	RT @blknprecious1: RT GREAT @dbroos ""Someone's sitting in the shade today because someone planted a tree a long time ago.""- Warren Buffet	14
2	LovelyMiska	Warren Buffet on the economy http://ping.fm/Lau0p	7
4	adamgilmer	Warren Buffet became (for a time) the richest man in the United States, not by working but investing in 1 Big idea which lead to the fortune	13
4	PatfaceCatface	According to the create a school, Notre Dame will have 7 receivers in NCAA 10 at 84 or higher rating :) *sweet*	4
2	MY_NBA_PLAYOFFS	All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA	7
4	rachaelbender	@BlondeBroad it's definitely under warranty &amp; my experience is the amazon support for kindle is great! had to contact them about my kindle2	7
2	aqrinc	RT Look, Available !Amazon Kindle2 &amp; Kindle DX, Get it Here: http://short.to/87ub The Top Electronic Book Reader Period, free 2 day ship ...	12
0	davepurcell	Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.	11
0	MarleyLuv26	Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!	9
0	acomicbookgirl	@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :)	5
0	MichelleEReagan	OMG - time warner f'ed up my internet install - instead of today  its now NEXT saturday - another week w/o internet! &amp;$*ehfa^V9fhg[*# fml.	8
0	jpaje11	wth..i have never seen a line this loooong at time warner before, ugh.	10
0	JessSlevin	Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon	7
2	jworthington	Man accosts Roger Federer during French Open http://ff.im/3HCPT	10
0	R0B3rt2	Naive Bayes using EM for Text Classification. Really Frustrating...	11
4	TammyT	We went to Stanford University today. Got a tour. Made me want to go back to college. It's also decided all of our kids will go there.	13
2	elliottng	Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme	15
2	Shibuki_kun	I'm going to bed. It was a successful weekend. Stanford, here I come.	13
0	painhatelove	@KarrisFoxy If you're being harassed by calls about your car warranty, changing your number won't fix that. They call every number. #d-bags	10
0	russdavisdotcom	Just blocked United Blood Services using Google Voice. They call more than those Car Warranty guys.	5
0	jamesmakeseyes	#at&amp;t is complete fail.	11
0	mikeyil	@broskiii OH SNAP YOU WORK AT AT&amp;T DON'T YOU	5
0	nakiasmile	@Mbjthegreat i really dont want AT&amp;T phone service..they suck when it comes to having a signal	11
0	wiiskey	I say we just cut out the small talk: AT&amp;T's new slogan: F__k you, give us your money. (Apologies to Bob Geldof.)	5
0	brkd	pissed about at&amp;t's mid-contract upgrade price for the iPhone (it's $200 more) I'm not going to pay $499 for something I thought was $299	10
0	jesusmbaez	Safari 4 is fast :) Even on my shitty AT&amp;T tethering.	5
0	ClaystationX	@ims What is AT&amp;T fucking up?	7
0	matthewphewes	@springsingfiend @dvyers @sethdaggett @jlshack AT&amp;T dropped the ball and isn't supporting crap with the new iPhone 3.0... FAIL #att SUCKS!!!	15
0	chelseabot	@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.	11
2	girgely	Google Wave Developer Sandbox Account Request http://bit.ly/2NYlc	10
0	StrategisAdv	Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8	11
0	fabulousaura	@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye	6
2	drylight	@mattcutts have google profiles stopped showing up in searches? cant see them anymore	8
4	ManiKarthik	@ArunBasilLal I love Google Translator too ! :D Good day mate !	11
4	jhall515	reading on my new Kindle2!	13
4	HappyWino	My Kindle2 came and I LOVE it! :)	12
4	Teaguem2005	LOVING my new Kindle2.  Named her Kendra in case u were wondering. The ""cookbook"" is THE tool cuz it tells u all the tricks!  Best gift EVR!	8
0	dailysourcedev	The real AIG scandal / http://bit.ly/b82Px	9
2	gandhirama	Any twitter to aprs apps yet?	10
2	delpop	45 Pros You Should Be Following on Twitter - http://is.gd/sMbZ	6
4	lingbellbell	Obama is quite a good comedian! check out his dinner speech on CNN :) very funny jokes.	12
4	motsandco	' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !! Great speech..	14
4	mickou	I like this guy : ' Barack Obama shows his funny side "" &gt;&gt; http://tr.im/l0gY !!	6
4	meggentile	Obama's speech was pretty awesome last night! http://bit.ly/IMXUM	15
4	failness	Reading  ""Bill Clinton Fail - Obama Win?"" http://tinyurl.com/pcyxj7	4
4	kledy	Obama More Popular Than U.S. Among Arabs: Survey: President Barack Obama's popularity in leading Arab countries .. http://tinyurl.com/prlvqu	10
4	LaurelEdelstein	Obama's got JOKES!! haha just got to watch a bit of his after dinner speech from last night... i'm in love with mr. president ;)	9
0	chelseabigass	LEbron james got in a car accident i guess..just heard it on evening news...wow i cant believe it..will he be ok ? http://twtad.com/69750	12
4	Smitty478	is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals	7
4	PurpleGorillaZz	@khalid0456 No, Lebron is the best	5
4	MsStacha	@the_real_usher LeBron is cool.  I like his personality...he has good character.	16
4	undefeated310	Watching Lebron highlights. Damn that niggas good	4
4	BI_POLAROID	@Lou911 Lebron is MURDERING shit.	12
4	IAmNoeAngel	@uscsports21 LeBron is a monsta and he is only 24. SMH The world ain't ready.	9
4	ksmedia	@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.	10
4	PrEttIBoIGaRy	KOBE IS GOOD BT LEBRON HAS MY VOTE	14
0	kellan38	Kobe is the best in the world not lebron .	11
4	jsincere150	@asherroth World Cup 2010 Access?? Damn, that's a good look!	13
4	biren	Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI	11
2	DoAndroidsDream	Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG	8
0	Moc5085	I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :)	15
4	citizenofindia	The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.	11
4	Melonze	@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.	11
4	SPReviews	@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF	11
2	ha_nobita	ok.. do nothing.. just thinking about 40D	9
4	Jen2Squared	@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!	9
4	__new	The Times of India: The wonder that is India's election. http://bit.ly/p7u1H	10
4	BillVick	http://is.gd/ArUJ Good video from Google on using search options.	9
0	xmikeflhxcx	@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.	14
0	Timl9068	itchy back!! dont ya hate it!	4
4	PassionModel	Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH	14
4	TechUpdater	Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl	9
4	robotickilldozr	Lyx is cool.	10
4	TheDALiSiA	SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!	17
4	fashion_retweet	RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV	8
4	angelkim17	@dannygokey I love you DANNY GOKEY!! :)	10
2	download11	RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1	9
0	nichole17	so tired. i didn't sleep well at all last night.	11
0	xstaylor	Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.	18
0	miwahh	bonjour San Francisco. My back hurts from last night..	10
2	bKnapp	breakers. in San Francisco, CA http://loopt.us/4v88Bw.t	11
2	rayceja	Heading to San Francisco	12
4	deepikaC	With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!	19
0	kaaslaw	F*** up big, or go home - AIG	8
4	Pgobb	Went to see the Star Trek movie last night.  Very satisfying.	17
4	qrboy85	I can't wait, going to see star trek tonight!!	4
4	adamrisser	Star Trek was as good as everyone said!!	10
4	GoodPhoenix	am loving new malcolm gladwell book - outliers	6
4	silentcarto	I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.	9
0	kerrrrrr	Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot	17
0	bling_crosby	@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit	13
4	ripplemdk	RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.	7
4	drewlew34	I seriously underestimated Malcolm Gladwell.  I want to meet this dude.	10
0	MrsGinobili	i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do	11
0	stormygirl223	Comcast sucks.	12
0	theZoctor	The day I never have to deal with Comcast again will rank as one of the best days of my life.	14
0	motkeps	@Dommm did comcast fail again??	12
2	YouAnswer	How do you use the twitter API?... http://bit.ly/4VBhH	7
0	marekdsi	curses the Twitter API limit	7
0	mikecane	Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!	9
2	trivektor	testing Twitter API	8
0	rdoc420	Arg. Twitter API is making me crazy.	10
2	Hot_Tweets	Testing Twitter API. Remote Update	10
4	jeffswhite	I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/	13
0	marriop	#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!	5
4	kewpiezmom	Off to the NIKE factory!!!	11
4	Chet_Lemon	New nike muppet commercials are pretty cute. Why do we live together again?	17
2	sneakerfiles	New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS	7
